GCRQ,XZQHMC,HC_CS,JDC_CS,KC_DL,KC_CS,JDC_DL,HC_DL
2022/3/4,浙江省,57.5,61,11699,64.6,24203,11567
2022/3/5,浙江省,57.4,60.8,6733,64.4,14313,6574
2022/3/6,浙江省,56.8,60.1,10550,63.4,21402,10029
2022/3/7,浙江省,57.3,60.3,9098,63.6,18729,8763
2022/3/8,浙江省,57.1,59.9,11033,63.4,23710,11726
2022/3/9,浙江省,57,59.9,10727,63.4,23659,11959
2022/3/10,浙江省,57.3,60,10472,63.5,23464,12066
2022/3/11,浙江省,57.4,60.4,11148,64,24588,12451
2022/3/12,浙江省,57.3,59.9,10695,63.4,23631,11939
2022/3/13,浙江省,57.1,60,10538,63.4,22218,10707
2022/3/14,浙江省,57,59.8,10105,63.3,22007,10931
2022/3/15,浙江省,57.1,59.1,9547,62.2,21712,11169
2022/3/16,浙江省,57,58.7,9468,61.8,22181,11713
2022/3/17,浙江省,56.8,57.9,8842,60.5,20706,11005
2022/3/18,浙江省,56.7,58.7,9286,61.9,20791,10516
2022/3/19,浙江省,56.5,58.6,9279,61.8,20927,10697
2022/3/20,浙江省,56.3,58,8686,60.8,18913,9382
2022/3/21,浙江省,56.5,58,8772,60.6,19186,9558
2022/3/22,浙江省,56.6,57.9,8358,60.4,18706,9637
2022/3/23,浙江省,56.6,58.3,8991,61.5,20446,10518
2022/3/24,浙江省,56.5,58.2,9269,61.4,21522,11245
2022/3/25,浙江省,56.8,58.3,9362,61,20430,10278
2022/3/26,浙江省,56.6,58.5,9172,61.7,19977,9942
2022/3/27,浙江省,56.5,58.6,9350,61.7,19677,9456
2022/3/28,浙江省,56.2,58.7,9543,62,20672,10216
2022/3/29,浙江省,56.3,58.3,9348,61.6,21381,11050
2022/3/30,浙江省,56.9,58.5,8975,61.5,20551,10666
2022/3/31,浙江省,56.5,57.7,8790,60.3,19755,10206
2022/4/1,浙江省,56.6,58.1,8930,61.1,19989,10175
2022/4/2,浙江省,56.7,58.9,10356,62.1,21889,10574
2022/4/3,浙江省,56.7,59.4,10979,62.5,21485,9520
2022/4/4,浙江省,56.5,59,10452,62,19887,8470
2022/4/5,浙江省,56.9,59.9,10604,62.9,18488,6992
2022/4/6,浙江省,56.3,58.3,9126,61.5,19233,9154
2022/4/7,浙江省,56.5,57.8,8632,60.8,19825,10230
2022/4/8,浙江省,56.5,57.7,8989,60.7,20392,10411
2022/4/9,浙江省,56.4,57.5,8446,60.4,19735,10328
2022/4/10,浙江省,56.6,57.6,8248,60.5,18705,9492
2022/4/11,浙江省,56.5,57.6,8623,60.6,19541,9892
2022/4/12,浙江省,56.5,57.5,8318,60.4,19732,10400
2022/4/13,浙江省,56.2,56.6,7972,59.1,18929,10071
2022/4/14,浙江省,56.7,57.5,8125,60.1,18996,9967
2022/4/15,浙江省,56.1,57.5,8848,60.4,20201,10405
2022/4/16,浙江省,56.5,57.6,8325,60.3,19254,10025
2022/4/17,浙江省,56.7,57.9,8415,60.7,18605,9271
2022/4/18,浙江省,56.7,58.2,8557,61.2,19434,9939
2022/4/19,浙江省,56.8,58.1,8593,61.1,20387,10814
2022/4/20,浙江省,56.9,58.2,8610,61.2,20523,10939
2022/4/21,浙江省,57,58.2,8674,61.2,20928,11238
2022/4/22,浙江省,56.9,58.3,9097,61.3,21274,11196
2022/4/23,浙江省,57.2,58.1,8371,60.8,19517,10272
2022/4/24,浙江省,57.4,58.4,8773,61.3,19995,10207
2022/4/25,浙江省,57,58,8685,61,20574,10886
2022/4/26,浙江省,57.4,58.1,8662,60.9,20228,10669
2022/4/27,浙江省,57.4,58.4,8697,61.3,20712,11113
2022/4/28,浙江省,57.3,58.4,8859,61.3,21365,11569
2022/4/29,浙江省,57,58.9,9597,61.9,21520,11049
2022/4/30,浙江省,57.3,60.1,9926,63.4,20752,9986
2022/5/1,浙江省,57.6,60.5,10547,63.5,18734,7337
2022/5/2,浙江省,57.2,60.2,10410,63.5,18813,7497
2022/5/3,浙江省,57.4,60.5,9947,63.9,19509,8614
2022/5/4,浙江省,57.4,60.9,9969,64.7,20551,9625
2022/5/5,浙江省,57.4,58.9,5093,62,11666,5541
2022/5/6,浙江省,57.3,58.8,8739,62.1,20898,11170
2022/5/7,浙江省,57.2,58.9,9391,62.1,21897,11497
2022/5/8,浙江省,57,58.8,9342,61.9,21037,10702
2022/5/9,浙江省,56.9,58.7,9201,61.7,20778,10681
2022/5/10,浙江省,57.3,59,8793,62,20391,10720
2022/5/11,浙江省,57.3,59,9138,62,20939,10931
2022/5/12,浙江省,57.5,59,8946,61.8,20614,10861
2022/5/13,浙江省,57.6,59.5,9751,62.5,21220,10660
2022/5/14,浙江省,57.3,59.2,9557,62.4,21013,10481
2022/5/15,浙江省,57.2,59.3,9285,62.5,19463,9356
2022/5/16,浙江省,57.3,59.5,9861,62.9,21659,10792
2022/5/17,浙江省,57.1,59.3,9774,62.7,22637,11802
2022/5/18,浙江省,57,59.2,9851,62.7,23071,12127
2022/5/19,浙江省,57.1,59.3,9811,62.7,23119,12253
2022/5/20,浙江省,57,59.5,10812,62.8,23683,11866
2022/5/21,浙江省,57.3,59.7,10205,63.1,22725,11477
2022/5/22,浙江省,57.1,59.9,10270,63.3,21685,10369
2022/5/23,浙江省,57.1,59.4,9761,62.7,21063,10413
2022/5/24,浙江省,57.4,59.6,9712,63.1,22274,11511
2022/5/25,浙江省,57.4,59.7,9953,63.4,23011,11953
2022/5/26,浙江省,57.6,59.8,9932,63.2,22676,11775
2022/5/27,浙江省,57.5,60.2,10858,63.7,23969,12010
2022/5/28,浙江省,57.8,60.2,9916,63.3,21646,10909
2022/5/29,浙江省,57.9,60.4,10007,63.5,20408,9474
2022/5/30,浙江省,57.8,60.1,10049,63.4,21121,10140
2022/5/31,浙江省,57.8,60.1,10222,63.4,22117,10968
2022/6/1,浙江省,58.1,60.4,10465,63.8,22392,11033
2022/6/2,浙江省,58.4,62,12917,65.5,24913,10999
2022/6/3,浙江省,58.9,62.2,13138,65.2,21996,7885
2022/6/4,浙江省,58.4,62,11642,65.4,20958,8308
2022/6/5,浙江省,58.4,61.8,10481,65.1,19592,8170
2022/6/6,浙江省,58.2,61.1,10625,64.9,21877,10128
2022/6/7,浙江省,57.9,60.4,9956,64.1,22161,11098
2022/6/8,浙江省,58,60.4,10250,64.1,23019,11630
2022/6/9,浙江省,58.1,60.5,10292,64.3,23629,12246
2022/6/10,浙江省,58.3,60.6,10964,63.8,23462,11625
2022/6/11,浙江省,58.2,60.8,10411,64.3,22514,11087
2022/6/12,浙江省,58.5,60.9,9888,64.1,20668,9932
2022/6/13,浙江省,58.4,60.8,10100,64,21176,10149
2022/6/14,浙江省,58.1,60.5,10520,64.2,22964,11341
2022/6/15,浙江省,57.9,60.6,10580,64.3,23581,11838
2022/6/16,浙江省,57.6,60.4,10593,64.2,23840,12111
2022/6/17,浙江省,57.7,60.8,11337,64.5,24539,12120
2022/6/18,浙江省,58,61.1,10925,64.7,23322,11425
2022/6/19,浙江省,57.7,61.2,10742,64.7,21592,9962
2022/6/20,浙江省,58.1,61,10223,64.4,21443,10384
2022/6/21,浙江省,58.2,60.9,10297,64.6,22780,11465
2022/6/22,浙江省,58,60.7,10621,64.5,23900,12206
2022/6/23,浙江省,57.9,60.7,10620,64.7,24052,12364
2022/6/24,浙江省,58,61,11387,64.9,24694,12255
2022/6/25,浙江省,57.9,61.4,10957,65.4,23440,11412
2022/6/26,浙江省,57.9,61.9,11475,65.9,23181,10637
2022/6/27,浙江省,58.1,61.6,11084,65.6,23466,11284
2022/6/28,浙江省,57.8,61.3,10839,65.4,23739,11765
2022/6/29,浙江省,57.7,61.2,10956,65.3,23880,11828
2022/6/30,浙江省,57.8,61.1,11316,65.1,23752,11384
2022/7/1,浙江省,58,62.2,12395,66.3,24667,11173
2022/7/2,浙江省,57.9,62.3,12010,66.5,23939,10824
2022/7/3,浙江省,58,62.8,12227,67,23096,9779
2022/7/4,浙江省,58,62.1,11626,66.3,23361,10623
2022/7/5,浙江省,57.7,61.5,11277,65.7,23616,11239
2022/7/6,浙江省,57.8,61.5,11307,65.6,23937,11526
2022/7/7,浙江省,58,61.5,11189,65.7,23753,11490
2022/7/8,浙江省,57.6,61.8,11610,66,23989,11267
2022/7/9,浙江省,57.7,61.8,11520,66,23254,10628
2022/7/10,浙江省,57.5,62.2,11619,66.3,21964,9275
2022/7/11,浙江省,57.6,61.4,10788,65.5,22068,10191
2022/7/12,浙江省,57.8,61.2,10555,65.3,22565,10942
2022/7/13,浙江省,57.8,61,10588,65.1,22786,11128
2022/7/14,浙江省,57.8,61.1,10608,65.2,22755,11068
2022/7/15,浙江省,57.7,61.7,11474,65.8,23570,10997
2022/7/16,浙江省,57.6,61.7,11522,65.7,22928,10304
2022/7/17,浙江省,57.5,61.9,11607,65.9,22072,9400
2022/7/18,浙江省,57.3,61.1,11175,65.2,22425,10115
2022/7/19,浙江省,57.3,60.9,10616,64.9,22488,10765
2022/7/20,浙江省,57.4,61.1,10594,65.2,22632,10917
2022/7/21,浙江省,57.4,60.9,10516,64.9,22622,10997
2022/7/22,浙江省,57.4,61.7,11305,66,23486,11049
2022/7/23,浙江省,57.2,61.6,11252,65.9,22814,10434
2022/7/24,浙江省,57.2,62,11691,66.1,22205,9442
2022/7/25,浙江省,57,61.1,10921,65.4,22337,10332
2022/7/26,浙江省,57.2,60.9,10626,65.2,22628,10896
2022/7/27,浙江省,57.4,61.1,10736,65.4,22996,11170
2022/7/28,浙江省,57.5,61.4,10818,65.8,23279,11365
2022/7/29,浙江省,57.4,62.1,11794,66.6,24363,11431
2022/7/30,浙江省,57.3,62,12111,66.3,24047,10799
2022/7/31,浙江省,57.1,62.7,12598,66.9,23167,9447
2022/8/1,浙江省,57.3,62,11838,66.3,23309,10351
2022/8/2,浙江省,57.3,61.7,11173,66.1,23471,11190
2022/8/3,浙江省,57.4,61.7,11120,66.1,23509,11251
2022/8/4,浙江省,57.6,61.7,11176,66,23704,11389
2022/8/5,浙江省,58,62.7,11183,67.2,23089,10821
2022/8/6,浙江省,57.9,62.4,11214,66.6,22955,10685
2022/8/7,浙江省,57.9,63.1,11785,67.3,22431,9576
2022/8/8,浙江省,57.9,62.1,10954,66.4,22524,10479
2022/8/9,浙江省,58.1,61.9,10638,66.1,22778,11068
2022/8/10,浙江省,58,61.9,10821,66.1,23082,11190
2022/8/11,浙江省,57.9,61.8,10542,65.9,22497,10866
2022/8/12,浙江省,58.1,62.4,11027,66.6,22870,10783
2022/8/13,浙江省,57.8,62.6,11545,66.9,22710,10106
2022/8/14,浙江省,57.8,63.1,11480,67.3,21663,9173
2022/8/15,浙江省,57.7,62.2,10905,66.4,21922,9961
2022/8/16,浙江省,57.7,61.7,10547,65.9,22250,10650
2022/8/17,浙江省,57.9,61.8,10499,65.9,22412,10864
2022/8/18,浙江省,57.8,61.7,10687,65.9,22979,11217
2022/8/19,浙江省,57.7,62.1,11232,66.4,23404,11100
2022/8/20,浙江省,57.6,61.9,11081,66.1,22648,10495
2022/8/21,浙江省,57.5,62.3,11136,66.5,21920,9731
2022/8/22,浙江省,57.5,61.6,10705,65.7,22130,10350
2022/8/23,浙江省,57.8,61.2,10514,65.3,22583,10997
2022/8/24,浙江省,57.7,61.1,10699,65,23212,11383
2022/8/25,浙江省,57.6,61,10618,64.9,23503,11766
2022/8/26,浙江省,57.3,61.2,11296,65.2,24032,11619
2022/8/27,浙江省,57.6,61.2,11002,65.2,22949,10903
2022/8/28,浙江省,57.4,61.9,11481,65.9,22413,9844
2022/8/29,浙江省,57.3,61.1,10915,65.1,22905,10893
2022/8/30,浙江省,57.5,60.8,10722,64.7,23416,11631
2022/8/31,浙江省,57.2,60.4,11186,64.1,23860,11564
2022/9/1,浙江省,57.6,60.9,10867,64.7,23563,11573
2022/9/2,浙江省,57.5,60.7,11343,64.3,24049,11636
2022/9/3,浙江省,58,61.1,10928,64.6,22476,10601
2022/9/4,浙江省,57.9,61,9992,64.5,19530,8633
2022/9/5,浙江省,57.9,60.7,5792,64.1,11918,5033
2022/9/6,浙江省,58,61.1,10013,65.1,21768,10604
2022/9/7,浙江省,57.9,60.8,9924,64.8,22683,11589
2022/9/8,浙江省,58.1,61.1,10983,65.2,24779,12648
2022/9/9,浙江省,57.9,62.1,13954,66.1,27370,12220
2022/9/10,浙江省,58.7,62.8,13895,66,22684,7698
2022/9/11,浙江省,57.9,63,12678,66.9,22293,8539
2022/9/12,浙江省,57.7,63,12432,67.2,23637,10166
2022/9/13,浙江省,57.7,60.3,10571,63.7,22036,10556
2022/9/14,浙江省,57.7,59.9,8417,63.1,17746,8512
2022/9/15,浙江省,57.6,60.8,9678,64.8,20344,9666
2022/9/16,浙江省,57.8,61.2,11186,65.4,24454,12169
2022/9/17,浙江省,57.6,61.3,10640,65.7,23663,11937
2022/9/18,浙江省,57.4,61.4,10443,65.7,22247,10713
2022/9/19,浙江省,57.5,61.2,10742,65.5,23518,11657
2022/9/20,浙江省,57.4,60.8,10376,65,23371,11931
2022/9/21,浙江省,57.3,60.7,10455,64.8,23260,11716
2022/9/22,浙江省,57.4,60.6,10303,64.8,23566,12183
2022/9/23,浙江省,57.2,60.8,11038,65.1,24189,12060
2022/9/24,浙江省,57,60.4,10763,64.5,23509,11653
2022/9/25,浙江省,56.9,60.8,10576,64.9,22246,10597
2022/9/26,浙江省,57.2,60.6,10577,64.9,23607,11946
2022/9/27,浙江省,57.5,60.6,10381,64.8,24171,12719
2022/9/28,浙江省,57.5,60.4,10656,64.4,24762,13018
2022/9/29,浙江省,57.6,61.1,11136,65.4,25488,13290
2022/9/30,浙江省,57.2,62.8,15450,67.1,28756,12112
2022/10/1,浙江省,57.6,65.5,18346,69.1,27155,7663
2022/10/2,浙江省,57.4,64.7,15558,68.6,23742,7083
2022/10/3,浙江省,57.3,64.5,15399,68.5,24298,7777
2022/10/4,浙江省,56.9,63.8,14821,68,24614,8754
2022/10/5,浙江省,56.8,63.8,14349,68.1,24509,9142
2022/10/6,浙江省,57.2,63.3,13755,67.5,24122,9432
2022/10/7,浙江省,57.4,62.8,12943,66.9,23194,9379
2022/10/8,浙江省,57.3,60.5,10370,64.3,21210,9908
2022/10/9,浙江省,57.4,60.6,10274,64.6,21961,10718
2022/10/10,浙江省,57.1,60.1,10420,64.1,22691,11222
2022/10/11,浙江省,57.3,60.1,10394,64.1,23088,11655
2022/10/12,浙江省,57.4,60.2,10344,64.1,23482,12096
2022/10/13,浙江省,57.5,60.2,10197,64.1,23442,12204
2022/10/14,浙江省,57.2,60.1,10867,64.1,23418,11489
2022/10/15,浙江省,57.1,59.8,10373,63.5,22196,10757
2022/10/16,浙江省,57.1,59.7,10129,63.4,20775,9652
2022/10/17,浙江省,56.7,59.6,9965,63.4,20758,9777
2022/10/18,浙江省,56.9,59.5,9535,63.3,20765,10225
2022/10/19,浙江省,57.3,59.6,9614,63.3,21395,10789
2022/10/20,浙江省,57.4,59.7,9616,63.5,21694,11068
2022/10/21,浙江省,57.5,60,10282,63.9,22599,11272
2022/10/22,浙江省,57.3,59.8,10036,63.6,21961,10896
2022/10/23,浙江省,57.2,59.9,10199,63.6,21336,10122
2022/10/24,浙江省,57.3,60,10047,63.8,21816,10748
2022/10/25,浙江省,57.4,59.8,9808,63.5,22256,11454
2022/10/26,浙江省,57.2,59.6,9954,63.3,22598,11637
2022/10/27,浙江省,57.1,59.2,9720,62.7,22175,11511
2022/10/28,浙江省,57.1,60.1,10794,63.8,23072,11283
2022/10/29,浙江省,57.4,60.3,10653,64.1,22765,11062
2022/10/30,浙江省,57.3,60.4,10668,64.2,21751,10048
2022/10/31,浙江省,56.9,60.1,10513,64,22105,10552
2022/11/1,浙江省,57.2,60.1,10636,63.9,23027,11359
2022/11/2,浙江省,57.4,60.2,10334,64,22861,11551
2022/11/3,浙江省,57.3,60,10327,63.8,22887,11544
2022/11/4,浙江省,55.9,59.3,11242,63.2,23544,11234
2022/11/5,浙江省,56.3,59.5,9282,63.2,19232,8758
2022/11/6,浙江省,56.4,59.8,10985,63.5,21668,9595
2022/11/7,浙江省,56.3,59.5,9936,63.4,20715,9491
2022/11/8,浙江省,56.7,59.5,10195,63.4,22431,11127
2022/11/9,浙江省,56.8,59.6,10217,63.5,22467,11152
2022/11/10,浙江省,56.8,59.5,10320,63.5,22610,11180
2022/11/11,浙江省,56.6,59.7,11120,63.5,23805,11551
2022/11/12,浙江省,56.8,59.6,10774,63.4,23163,11262
2022/11/13,浙江省,56.3,59.5,10900,63,21860,9936
2022/11/14,浙江省,56.8,59.9,10326,63.6,21953,10623
2022/11/15,浙江省,57,59.7,9776,63.5,21472,10761
2022/11/16,浙江省,57.1,59.7,9885,63.4,21976,11132
2022/11/17,浙江省,57.1,59.6,9836,63.3,21907,11098
2022/11/18,浙江省,57.1,60.1,10877,63.9,22867,10984
2022/11/19,浙江省,57.1,60,10404,63.6,21564,10270
2022/11/20,浙江省,57.1,60.7,10400,64.6,20639,9229
2022/11/21,浙江省,57.1,60.3,9855,64.3,20905,10041
2022/11/22,浙江省,57.2,59.8,9576,63.5,21062,10591
2022/11/23,浙江省,57.4,60,9564,63.9,21403,10845
2022/11/24,浙江省,57.2,59.8,9285,63.7,21282,11004
2022/11/25,浙江省,57.1,60.1,10167,64,22018,10830
2022/11/26,浙江省,57.1,59.9,9901,63.8,21295,10361
2022/11/27,浙江省,57.1,60,9463,63.8,19785,9441
2022/11/28,浙江省,57,59.7,9424,63.3,20181,9818
2022/11/29,浙江省,57.2,59,8870,62.3,19793,10145
2022/11/30,浙江省,56.6,58.6,9290,61.8,20393,10371
2022/12/1,浙江省,57,58.8,9224,61.8,20392,10465
2022/12/2,浙江省,57.2,59.7,9927,63.1,20704,9993
2022/12/3,浙江省,57.3,59.1,9399,62.3,20006,9844
2022/12/4,浙江省,57.3,59.8,9243,63,18860,8900
2022/12/5,浙江省,57,59.7,8311,63.2,17389,7951
2022/12/6,浙江省,57.1,59.7,9844,63.5,21661,10882
2022/12/7,浙江省,57.3,60,9818,63.7,21756,11029
2022/12/8,浙江省,57.6,60.3,9945,64.1,22222,11378
2022/12/9,浙江省,57.4,60.5,11033,64.2,23300,11343
2022/12/10,浙江省,57.4,60.7,10478,64.7,21976,10605
2022/12/11,浙江省,56.9,60.9,10805,64.8,21411,9730
2022/12/12,浙江省,56.7,60.5,10757,64.5,22198,10562
2022/12/13,浙江省,56.8,60.3,10655,64.3,22776,11235
2022/12/14,浙江省,56.9,60.3,10558,64.2,22891,11450
2022/12/15,浙江省,57.3,60.6,10639,64.4,23119,11619
2022/12/16,浙江省,57.3,60.4,11061,64,23431,11541
2022/12/17,浙江省,56.9,60.5,9717,64.4,20563,10112
2022/12/18,浙江省,57.2,61.1,9361,65.1,19161,9080
2022/12/19,浙江省,57.6,60.8,9441,64.7,20105,9904
2022/12/20,浙江省,57.8,60.8,8728,64.7,19758,10272
2022/12/21,浙江省,57.9,60.9,8527,64.9,19655,10398
2022/12/22,浙江省,57.8,60.8,7944,64.9,18650,10035
2022/12/23,浙江省,57.8,61.1,7727,65.3,17903,9557
2022/12/24,浙江省,57.7,61.3,7133,65.6,16269,8555
2022/12/25,浙江省,57.8,61.8,6896,66.2,15090,7650
2022/12/26,浙江省,58,62.1,7591,66.3,16335,8167
2022/12/27,浙江省,58.2,62.2,7640,66.4,16970,8766
2022/12/28,浙江省,58.2,62.3,7900,66.5,17566,9116
2022/12/29,浙江省,58.3,61.7,7971,65.5,17829,9338
2022/12/30,浙江省,58.4,63,9157,67.2,19059,9303
2022/12/31,浙江省,58.3,63.7,10228,68,19627,8739
2023/1/1,浙江省,58.3,64.5,10081,68.5,17766,7077
2023/1/2,浙江省,58.2,63.6,10092,67.7,18648,7963
2023/1/3,浙江省,58.5,63.1,10300,67,20079,9159
2023/1/4,浙江省,58.6,62.9,10501,66.9,21188,10023
2023/1/5,浙江省,58.8,63.5,9402,67.6,18671,8355
2023/1/6,浙江省,58.9,63.9,11633,67.9,22444,10072
2023/1/7,浙江省,59.1,64.3,11745,68.4,22101,9630
2023/1/8,浙江省,59.1,64.5,11702,68.3,21138,8736
2023/1/9,浙江省,59.1,64.4,12077,68.2,21852,9059
2023/1/10,浙江省,59.4,64.7,12861,68.5,23291,9727
2023/1/11,浙江省,59.8,65.1,12940,68.8,22650,8938
2023/1/12,浙江省,60.2,65.2,12500,68.9,21714,8458
2023/1/13,浙江省,60.7,64.6,12329,67.7,20904,7863
2023/1/14,浙江省,60.3,64.7,12563,67.8,20224,6987
2023/1/15,浙江省,59.9,66,11863,69.2,17926,5502
2023/1/16,浙江省,60.4,66.3,12231,69.5,17745,4853
2023/1/17,浙江省,60.8,66.6,12305,69.6,17037,4112
2023/1/18,浙江省,60.7,66.8,12365,69.7,16425,3415
2023/1/19,浙江省,60.7,66.7,12077,69.4,15532,2827
2023/1/20,浙江省,60.4,66.3,11384,68.9,14252,2276
2023/1/21,浙江省,60.4,66.3,8896,68.8,10891,1545
2023/1/22,浙江省,61.5,68,9769,70.2,11543,1394
2023/1/23,浙江省,62.3,67.7,11023,69.8,13263,1846
2023/1/24,浙江省,60.9,68.7,12500,71,14857,1918
2023/1/25,浙江省,61.3,69.3,13521,71.6,15870,1873
2023/1/26,浙江省,61.2,69.7,15531,72,18199,2138
2023/1/27,浙江省,60.5,69.4,16279,71.6,19186,2394
2023/1/28,浙江省,61,68.2,14403,70.6,17606,2656
2023/1/29,浙江省,60.9,68,13955,70.7,17895,3346
2023/1/30,浙江省,60.6,67.4,13213,70.3,17815,3970
2023/1/31,浙江省,60.1,66.8,13597,69.9,18995,4721
2023/2/1,浙江省,59.4,66.1,13305,69.5,19644,5635
2023/2/2,浙江省,59.2,65.2,12360,68.7,19257,6249
2023/2/3,浙江省,59,65.1,12429,68.6,19649,6570
2023/2/4,浙江省,58.8,64.5,12134,67.9,19216,6459
2023/2/5,浙江省,59,64.2,10379,67.4,16399,5234
2023/2/6,浙江省,58.7,64.1,12692,67.5,19953,6383
2023/2/7,浙江省,58.6,64,12834,67.7,21449,7876
2023/2/8,浙江省,58.2,63.1,12309,66.6,21442,8411
2023/2/9,浙江省,58.8,62.6,11476,65.9,20902,8768
2023/2/10,浙江省,57.9,63.1,12710,66.8,22210,8747
2023/2/11,浙江省,58.4,63.3,12173,67,21511,8592
2023/2/12,浙江省,58.5,63.4,12118,67.1,20848,7973
2023/2/13,浙江省,57.7,61.5,11256,64.9,20714,8746
2023/2/14,浙江省,57.3,61.4,11525,65.2,21811,9486
2023/2/15,浙江省,57.2,61.4,11266,65.4,21855,9760
2023/2/16,浙江省,57.3,61.6,11408,65.5,22518,10295
2023/2/17,浙江省,57.3,61.9,12303,65.8,23611,10433
2023/2/18,浙江省,57.5,62.2,12551,66.2,23537,10088
2023/2/19,浙江省,57.1,62.3,12219,66.2,22226,9197
2023/2/20,浙江省,57,61.2,11014,65.1,21660,9793
2023/2/21,浙江省,57.2,61.2,11243,65,22915,10868
2023/2/22,浙江省,57.4,61.6,11397,65.5,23594,11393
2023/2/23,浙江省,57.5,61.4,11179,65.3,23469,11489
2023/2/24,浙江省,57.5,62,11815,65.9,23825,11224
2023/2/25,浙江省,57.3,61.9,11962,65.9,23726,10966
2023/2/26,浙江省,57.4,62.2,12259,66.1,23126,10057
2023/2/27,浙江省,57.4,61.7,11514,65.8,23156,10805
2023/2/28,浙江省,57.9,62,11501,66,24116,11797
2023/3/1,浙江省,57.8,61.7,11619,65.6,24193,11729
2023/3/2,浙江省,57.8,61.7,11399,65.8,24380,12146
2023/3/3,浙江省,57.6,61.9,12268,65.9,25250,12130
2023/3/4,浙江省,57.7,62.1,12262,66.2,24636,11505
2023/3/5,浙江省,57.7,62.3,11013,66.2,21177,9145
2023/3/6,浙江省,57.9,61.9,11232,65.9,23139,10930
2023/3/7,浙江省,57.9,61.7,11244,65.7,24049,11942
2023/3/8,浙江省,57.6,61.1,11607,65,24710,12155
2023/3/9,浙江省,57.7,61.4,11255,65.6,24241,12047
2023/3/10,浙江省,57.5,61.5,12089,65.7,24889,11762
2023/3/11,浙江省,57.5,61.5,12143,65.6,24541,11425
2023/3/12,浙江省,57.4,62.1,11755,66.1,22973,10400
2023/3/13,浙江省,57.5,61.6,11672,65.5,23721,11210
2023/3/14,浙江省,57.6,61.3,11427,65.2,24137,11839
2023/3/15,浙江省,57.8,61.4,11554,65.3,24527,12068
2023/3/16,浙江省,57.5,61.1,11387,65,24606,12378
2023/3/17,浙江省,57.8,61.4,12288,65,25096,11982
2023/3/18,浙江省,57.7,61.7,11985,65.6,24028,11209
2023/3/19,浙江省,57.9,62,11859,65.6,22870,10277
2023/3/20,浙江省,58,61.5,11156,65.3,22855,10800
2023/3/21,浙江省,58.3,61.1,10810,64.7,23138,11526
2023/3/22,浙江省,58,60.8,10711,64.4,22933,11405
2023/3/23,浙江省,58,61.1,10665,64.8,22473,11018
2023/3/24,浙江省,58.1,61.5,11656,65,23678,11271
2023/3/25,浙江省,57.9,61.5,11633,65.1,23187,10788
2023/3/26,浙江省,58,62.1,12989,65.7,24042,10128
2023/3/27,浙江省,57.6,61.4,11701,65.3,23652,11054
2023/3/28,浙江省,57.8,61.3,11237,65.2,23851,11736
2023/3/29,浙江省,57.7,60.9,10776,64.7,23084,11498
2023/3/30,浙江省,57.9,61.2,10880,64.9,23129,11422
2023/3/31,浙江省,57.6,62.1,12710,66.1,25019,11383
2023/4/1,浙江省,57.7,62.3,13593,66.2,25426,10853
2023/4/2,浙江省,57.3,62.4,13922,66.2,24912,9988
2023/4/3,浙江省,57.3,62,12593,66.1,24372,10839
2023/4/4,浙江省,57.6,61.2,12388,64.8,24169,10921
2023/4/5,浙江省,58.2,64.2,11715,68.1,20113,7473
2023/4/6,浙江省,57.7,61.3,11193,65,21959,9817
2023/4/7,浙江省,57.6,61.8,12628,65.8,25142,11515
2023/4/8,浙江省,57.5,61.4,12317,65.5,24450,11079
2023/4/9,浙江省,57,61.6,12558,65.7,23800,10218
2023/4/10,浙江省,57.2,61.4,11634,65.5,23718,11077
2023/4/11,浙江省,57.5,61.2,11161,65.4,24088,11984
2023/4/12,浙江省,57.4,61.1,11269,65.2,24433,12232
2023/4/13,浙江省,57.4,60.5,10951,64.3,23950,12111
2023/4/14,浙江省,57.8,61.7,11965,65.6,24423,11531
2023/4/15,浙江省,57.6,62.1,12497,66.2,24649,11118
2023/4/16,浙江省,57.5,62.3,13149,66.4,24793,10604
2023/4/17,浙江省,57.5,61.5,11688,65.7,24006,11303
2023/4/18,浙江省,57.4,60.8,10938,64.7,23842,11965
2023/4/19,浙江省,58.2,61.5,10989,65.4,23708,11837
2023/4/20,浙江省,57.9,61.4,10953,65.4,23789,11786
2023/4/21,浙江省,57.6,61.5,12298,65.6,25700,12367
2023/4/22,浙江省,57.7,61.4,11788,65.4,24209,11459
2023/4/23,浙江省,57.8,61.2,11099,64.8,22715,10751
2023/4/24,浙江省,57.7,61,10978,64.8,23134,11278
2023/4/25,浙江省,58,61.4,10906,65.3,23502,11731
2023/4/26,浙江省,57.9,61.5,11540,65.6,25100,12598
2023/4/27,浙江省,58.1,62,11925,66.2,25991,13081
2023/4/28,浙江省,57.9,63.4,15249,67.6,28915,12683
2023/4/29,浙江省,57.7,65.1,17708,69.1,29338,10761
2023/4/30,浙江省,57.6,65.3,19523,69.1,29744,9151
2023/5/1,浙江省,57.7,65.5,21180,68.6,29399,7133
2023/5/2,浙江省,57.4,66.1,19409,69.6,27882,7490
2023/5/3,浙江省,57.3,66.5,17732,70.8,27574,8873
2023/5/4,浙江省,57.5,62.5,11831,67,23412,10589
2023/5/5,浙江省,57.9,61.6,5856,65.6,12151,5407
2023/5/6,浙江省,57.6,60.7,11315,64.4,23552,11312
